  (0, 1)	-0.6597522681968061
  (0, 3)	-0.25441490642092845
  (0, 5)	-0.25441490642092845
  (0, 6)	-0.6597522681968061
  (1, 1)	-0.639384007905153
  (1, 3)	-0.24656045970531337
  (1, 5)	-0.24656045970531337
  (1, 6)	-0.639384007905153
  (1, 8)	0.24656045970531337
  (2, 1)	-0.639384007905153
  (2, 6)	-0.639384007905153
  (2, 9)	0.24656045970531337
  (2, 10)	0.24656045970531337
  (2, 11)	0.24656045970531337
  (3, 1)	-0.6037342909705249
  (3, 3)	-0.23281314903271033
  (3, 5)	-0.23281314903271033
  (3, 6)	-0.6037342909705249
  (3, 12)	0.23281314903271033
  (3, 13)	0.23281314903271033
  (3, 14)	0.23281314903271033
