訪問, 1.0
ごちそうさま, 1.0
カウンター, 0.8516226897746426
座り, 0.7930492316448353
麺, 0.7498308003362787
チャーシュー, 0.7091641468203859
ある, 0.6937899933355045
つけ, 0.6883839784196912
裏, 0.6387770915199559
頼ん, 0.6187164006439855
し, 0.6064696087058141
トッピング, 0.5942921173929034
半, 0.5575900712463399
あり, 0.554802910098547
汁, 0.5526430170242257
最初, 0.52910927019994
の, 0.5285318511401752
待ち, 0.515743022663478
味, 0.5065263868636547
すぐ, 0.4905204290451667
テーブル, 0.48282164812456957
入っ, 0.46435106526694403
10分, 0.447213595499958
弱, 0.447213595499958
運ば, 0.447213595499958
れ, 0.447213595499958
き, 0.447213595499958
メニュー, 0.4426552940985314
評価, 0.4426552940985314
さ, 0.41811977878772644
酸味, 0.4169838462215542
昼, 0.41399928425821525
初めて, 0.3954504499378103
失敗, 0.3954504499378103
1番, 0.3954504499378103
あご, 0.3954504499378103
出汁醤油, 0.3954504499378103
平日, 0.3780492170325763
13時, 0.3780492170325763
到着, 0.3780492170325763
3, 0.3780492170325763
入れ, 0.3780492170325763
やや, 0.3716087525357908
かため, 0.3716087525357908
しっかり, 0.3716087525357908
歯ごたえ, 0.3716087525357908
びっくり, 0.3716087525357908
縮れ, 0.3509812189817244
太, 0.3509812189817244
卵, 0.3509812189817244
表面, 0.3509812189817244
ツルツル, 0.3509812189817244
い, 0.3509812189817244
具, 0.34786541749258404
メンマ, 0.34786541749258404
いる, 0.34786541749258404
たまご, 0.34786541749258404
本日, 0.34222494246736795
竹虎, 0.34222494246736795
つけ麺, 0.34222494246736795
辛口, 0.34222494246736795
930円, 0.34222494246736795
選べる, 0.34222494246736795
決定, 0.34222494246736795
新宿, 0.31691148256180884
TOHO, 0.31691148256180884
シネマ, 0.31691148256180884
新宿駅, 0.31691148256180884
徒歩, 0.31691148256180884
7, 0.31691148256180884
8分, 0.31691148256180884
場所, 0.31691148256180884
お, 0.31691148256180884
なにやら, 0.3156602046965702
個室, 0.3156602046965702
６, 0.3156602046965702
4人, 0.3156602046965702
２つ, 0.3156602046965702
出, 0.2933856364769637
来, 0.2933856364769637
ラーメン, 0.2933856364769637
スナック, 0.2933856364769637
トマト, 0.2933856364769637
サラダ, 0.2933856364769637
かな, 0.2933856364769637
ポリポリ, 0.2933856364769637
食べ, 0.2933856364769637
メイン, 0.2933856364769637
わざわざ, 0.2910541976941108
頼む, 0.2910541976941108
メン, 0.2910541976941108
枚数, 0.2910541976941108
くる, 0.2910541976941108
思っ, 0.2910541976941108
１, 0.2910541976941108
特に, 0.2910541976941108
美味しく, 0.2910541976941108
なく, 0.2910541976941108
残念, 0.2910541976941108
レビュー, 0.2837923529289212
まばら, 0.2837923529289212
歩いてる, 0.2837923529289212
良, 0.2837923529289212
でる, 0.2837923529289212
リサーチ, 0.2837923529289212
背脂, 0.2823135065216044
チャッチャ, 0.2823135065216044
脂, 0.2823135065216044
浮き, 0.2823135065216044
豆板醤, 0.2823135065216044
人工, 0.2823135065216044
甘み, 0.2823135065216044
ニンニク臭, 0.2823135065216044
強め, 0.2823135065216044
なかなか, 0.2823135065216044
厳しい, 0.2823135065216044
ブレスケア, 0.2605488792024171
買う, 0.2605488792024171
決断, 0.2605488792024171
辛み, 0.2605488792024171
カバー, 0.2605488792024171
する, 0.2605488792024171
なのか, 0.2605488792024171
甘, 0.2605488792024171
強く, 0.2605488792024171
調味料, 0.2605488792024171
まとめ, 0.2605488792024171
強かっ, 0.2605488792024171
居酒屋, 0.256663341567229
使う, 0.256663341567229
多い, 0.256663341567229
隣, 0.256663341567229
ビール, 0.256663341567229
呑ん, 0.256663341567229
とにかく, 0.256663341567229
早々, 0.256663341567229
なんか, 0.256663341567229
店内, 0.256663341567229
臭い, 0.256663341567229
違和感, 0.256663341567229
あっ, 0.256663341567229
マイナス, 0.256663341567229
初, 0.0
